Sequence,Mean Δt (frames),#Matching Points,Δt Values
W038_034_0_0_condition_M025.npy,9.00,2,5;13
W038_034_0_0_condition_M026.npy,9.00,2,5;13
W038_034_0_0_condition_M027.npy,9.00,2,5;13
W038_034_0_0_condition_M028.npy,9.00,2,5;13
W038_034_0_0_condition_M029.npy,9.00,2,5;13
W038_034_0_0_condition_M030.npy,9.00,2,5;13
W038_034_0_0_condition_M031.npy,8.50,2,4;13
W038_034_0_0_condition_W009.npy,9.00,2,5;13
W038_034_0_0_condition_W011.npy,9.00,2,5;13
W038_034_0_0_condition_W014.npy,8.50,2,4;13
W038_034_0_0_condition_W015.npy,8.67,3,8;5;13
W038_034_0_0_condition_W016.npy,9.00,2,5;13
W038_034_0_0_condition_W018.npy,9.00,2,5;13
W038_034_0_0_condition_W019.npy,9.00,2,5;13
W038_034_0_0_condition_W021.npy,9.00,2,5;13
W038_034_0_0_condition_W023.npy,9.00,2,5;13
W038_034_0_0_condition_W024.npy,9.00,2,5;13
W038_034_0_0_condition_W025.npy,8.50,2,4;13
W038_034_0_0_condition_W026.npy,9.00,2,5;13
W038_034_0_0_condition_W028.npy,9.00,2,5;13
W038_034_0_0_condition_W029.npy,9.00,2,5;13
W038_035_0_0_condition_M003.npy,1.00,1,1
W038_035_0_0_condition_M005.npy,1.00,1,1
W038_035_0_0_condition_M007.npy,1.00,1,1
W038_035_0_0_condition_M009.npy,1.00,1,1
W038_035_0_0_condition_M011.npy,1.00,1,1
W038_035_0_0_condition_M012.npy,1.00,1,1
W038_035_0_0_condition_M013.npy,1.00,1,1
W038_035_0_0_condition_M019.npy,1.00,1,1
W038_035_0_0_condition_M022.npy,1.00,1,1
W038_035_0_0_condition_M023.npy,1.00,1,1
W038_035_0_0_condition_M024.npy,No matching points,0,[]
W038_035_0_0_condition_M025.npy,1.00,1,1
W038_035_0_0_condition_M026.npy,1.00,1,1
W038_035_0_0_condition_M027.npy,1.00,1,1
W038_035_0_0_condition_M028.npy,1.00,1,1
W038_035_0_0_condition_M029.npy,1.00,1,1
W038_035_0_0_condition_M030.npy,1.00,1,1
W038_035_0_0_condition_M031.npy,1.00,1,1
W038_035_0_0_condition_W009.npy,1.00,1,1
W038_035_0_0_condition_W011.npy,1.00,1,1
W038_035_0_0_condition_W014.npy,1.00,1,1
W038_035_0_0_condition_W015.npy,1.00,1,1
W038_035_0_0_condition_W016.npy,1.00,1,1
W038_035_0_0_condition_W018.npy,1.00,1,1
W038_035_0_0_condition_W019.npy,1.00,1,1
W038_035_0_0_condition_W021.npy,1.00,1,1
W038_035_0_0_condition_W023.npy,1.00,1,1
W038_035_0_0_condition_W024.npy,1.00,1,1
W038_035_0_0_condition_W025.npy,1.00,1,1
W038_035_0_0_condition_W026.npy,1.00,1,1
W038_035_0_0_condition_W028.npy,1.00,1,1
W038_035_0_0_condition_W029.npy,1.00,1,1
W038_039_0_0_condition_M003.npy,No matching points,0,[]
W038_039_0_0_condition_M005.npy,No matching points,0,[]
W038_039_0_0_condition_M007.npy,No matching points,0,[]
W038_039_0_0_condition_M009.npy,No matching points,0,[]
W038_039_0_0_condition_M011.npy,No matching points,0,[]
W038_039_0_0_condition_M012.npy,No matching points,0,[]
W038_039_0_0_condition_M013.npy,No matching points,0,[]
W038_039_0_0_condition_M019.npy,No matching points,0,[]
W038_039_0_0_condition_M022.npy,No matching points,0,[]
W038_039_0_0_condition_M023.npy,No matching points,0,[]
W038_039_0_0_condition_M024.npy,No matching points,0,[]
W038_039_0_0_condition_M025.npy,No matching points,0,[]
W038_039_0_0_condition_M026.npy,No matching points,0,[]
W038_039_0_0_condition_M027.npy,No matching points,0,[]
W038_039_0_0_condition_M028.npy,No matching points,0,[]
W038_039_0_0_condition_M029.npy,No matching points,0,[]
W038_039_0_0_condition_M030.npy,No matching points,0,[]
W038_039_0_0_condition_M031.npy,No matching points,0,[]
W038_039_0_0_condition_W009.npy,No matching points,0,[]
W038_039_0_0_condition_W011.npy,No matching points,0,[]
W038_039_0_0_condition_W014.npy,No matching points,0,[]
W038_039_0_0_condition_W015.npy,No matching points,0,[]
W038_039_0_0_condition_W016.npy,No matching points,0,[]
W038_039_0_0_condition_W018.npy,No matching points,0,[]
W038_039_0_0_condition_W019.npy,No matching points,0,[]
W038_039_0_0_condition_W021.npy,No matching points,0,[]
W038_039_0_0_condition_W023.npy,No matching points,0,[]
W038_039_0_0_condition_W024.npy,No matching points,0,[]
W038_039_0_0_condition_W025.npy,No matching points,0,[]
W038_039_0_0_condition_W026.npy,No matching points,0,[]
W038_039_0_0_condition_W028.npy,No matching points,0,[]
W038_039_0_0_condition_W029.npy,No matching points,0,[]
W038_040_0_0_condition_M003.npy,No matching points,0,[]
W038_040_0_0_condition_M005.npy,No matching points,0,[]
W038_040_0_0_condition_M007.npy,No matching points,0,[]
W038_040_0_0_condition_M009.npy,No matching points,0,[]
W038_040_0_0_condition_M011.npy,No matching points,0,[]
W038_040_0_0_condition_M012.npy,No matching points,0,[]
W038_040_0_0_condition_M013.npy,No matching points,0,[]
W038_040_0_0_condition_M019.npy,No matching points,0,[]
W038_040_0_0_condition_M022.npy,No matching points,0,[]
W038_040_0_0_condition_M023.npy,No matching points,0,[]
W038_040_0_0_condition_M024.npy,No matching points,0,[]
W038_040_0_0_condition_M025.npy,No matching points,0,[]
W038_040_0_0_condition_M026.npy,No matching points,0,[]
W038_040_0_0_condition_M027.npy,No matching points,0,[]
W038_040_0_0_condition_M028.npy,No matching points,0,[]
W038_040_0_0_condition_M029.npy,No matching points,0,[]
W038_040_0_0_condition_M030.npy,No matching points,0,[]
W038_040_0_0_condition_M031.npy,No matching points,0,[]
W038_040_0_0_condition_W009.npy,No matching points,0,[]
W038_040_0_0_condition_W011.npy,No matching points,0,[]
W038_040_0_0_condition_W014.npy,No matching points,0,[]
W038_040_0_0_condition_W015.npy,No matching points,0,[]
W038_040_0_0_condition_W016.npy,No matching points,0,[]
W038_040_0_0_condition_W018.npy,No matching points,0,[]
W038_040_0_0_condition_W019.npy,No matching points,0,[]
W038_040_0_0_condition_W021.npy,No matching points,0,[]
W038_040_0_0_condition_W023.npy,No matching points,0,[]
W038_040_0_0_condition_W024.npy,No matching points,0,[]
W038_040_0_0_condition_W025.npy,No matching points,0,[]
W038_040_0_0_condition_W026.npy,No matching points,0,[]
W038_040_0_0_condition_W028.npy,No matching points,0,[]
W038_040_0_0_condition_W029.npy,No matching points,0,[]
W040_034_0_0_condition_M003.npy,No matching points,0,[]
W040_034_0_0_condition_M005.npy,No matching points,0,[]
W040_034_0_0_condition_M007.npy,No matching points,0,[]
W040_034_0_0_condition_M009.npy,No matching points,0,[]
W040_034_0_0_condition_M011.npy,No matching points,0,[]
W040_034_0_0_condition_M012.npy,No matching points,0,[]
W040_034_0_0_condition_M013.npy,No matching points,0,[]
W040_034_0_0_condition_M019.npy,No matching points,0,[]
W040_034_0_0_condition_M022.npy,No matching points,0,[]
W040_034_0_0_condition_M023.npy,No matching points,0,[]
W040_034_0_0_condition_M024.npy,No matching points,0,[]
W040_034_0_0_condition_M025.npy,No matching points,0,[]
W040_034_0_0_condition_M026.npy,No matching points,0,[]
W040_034_0_0_condition_M027.npy,No matching points,0,[]
W040_034_0_0_condition_M028.npy,No matching points,0,[]
W040_034_0_0_condition_M029.npy,No matching points,0,[]
W040_034_0_0_condition_M030.npy,No matching points,0,[]
W040_034_0_0_condition_M031.npy,No matching points,0,[]
W040_034_0_0_condition_W009.npy,No matching points,0,[]
W040_034_0_0_condition_W011.npy,No matching points,0,[]
W040_034_0_0_condition_W014.npy,No matching points,0,[]
W040_034_0_0_condition_W015.npy,No matching points,0,[]
W040_034_0_0_condition_W016.npy,No matching points,0,[]
W040_034_0_0_condition_W018.npy,No matching points,0,[]
W040_034_0_0_condition_W019.npy,No matching points,0,[]
W040_034_0_0_condition_W021.npy,No matching points,0,[]
W040_034_0_0_condition_W023.npy,No matching points,0,[]
W040_034_0_0_condition_W024.npy,No matching points,0,[]
W040_034_0_0_condition_W025.npy,No matching points,0,[]
W040_034_0_0_condition_W026.npy,No matching points,0,[]
W040_034_0_0_condition_W028.npy,No matching points,0,[]
W040_034_0_0_condition_W029.npy,No matching points,0,[]
W040_035_0_0_condition_M003.npy,3.00,2,3;3
W040_035_0_0_condition_M005.npy,3.00,2,3;3
W040_035_0_0_condition_M007.npy,3.00,2,3;3
W040_035_0_0_condition_M009.npy,4.67,3,3;3;8
W040_035_0_0_condition_M011.npy,3.00,2,3;3
W040_035_0_0_condition_M012.npy,3.00,2,3;3
W040_035_0_0_condition_M013.npy,4.67,3,3;3;8
W040_035_0_0_condition_M019.npy,3.00,2,3;3
W040_035_0_0_condition_M022.npy,3.00,2,3;3
W040_035_0_0_condition_M023.npy,4.67,3,3;3;8
W040_035_0_0_condition_M024.npy,4.50,4,3;2;5;8
W040_035_0_0_condition_M025.npy,4.33,3,3;2;8
W040_035_0_0_condition_M026.npy,4.67,3,3;3;8
W040_035_0_0_condition_M027.npy,2.50,2,3;2
W040_035_0_0_condition_M028.npy,2.50,2,3;2
W040_035_0_0_condition_M029.npy,4.75,4,3;3;5;8
W040_035_0_0_condition_M030.npy,4.33,3,3;2;8
W040_035_0_0_condition_M031.npy,2.50,2,3;2
W040_035_0_0_condition_W009.npy,2.50,2,3;2
W040_035_0_0_condition_W011.npy,3.00,2,3;3
W040_035_0_0_condition_W014.npy,3.00,2,3;3
W040_035_0_0_condition_W015.npy,2.50,2,3;2
W040_035_0_0_condition_W016.npy,2.50,2,3;2
W040_035_0_0_condition_W018.npy,3.00,2,3;3
W040_035_0_0_condition_W019.npy,3.00,2,3;3
W040_035_0_0_condition_W021.npy,3.00,2,3;3
W040_035_0_0_condition_W023.npy,4.67,3,3;3;8
W040_035_0_0_condition_W024.npy,2.50,2,3;2
W040_035_0_0_condition_W025.npy,3.00,2,3;3
W040_035_0_0_condition_W026.npy,2.50,2,3;2
W040_035_0_0_condition_W028.npy,3.00,2,3;3
W040_035_0_0_condition_W029.npy,4.33,3,3;2;8
W040_039_0_0_condition_M003.npy,4.00,1,4
W040_039_0_0_condition_M005.npy,4.00,1,4
W040_039_0_0_condition_M007.npy,4.00,1,4
W040_039_0_0_condition_M009.npy,4.00,1,4
W040_039_0_0_condition_M011.npy,4.00,1,4
W040_039_0_0_condition_M012.npy,4.00,1,4
W040_039_0_0_condition_M013.npy,3.00,2,4;2
W040_039_0_0_condition_M019.npy,4.00,1,4
W040_039_0_0_condition_M022.npy,4.00,1,4
W040_039_0_0_condition_M023.npy,4.00,1,4
W040_039_0_0_condition_M024.npy,5.00,1,5
W040_039_0_0_condition_M025.npy,4.00,1,4
W040_039_0_0_condition_M026.npy,4.00,1,4
W040_039_0_0_condition_M027.npy,4.00,1,4
W040_039_0_0_condition_M028.npy,4.00,1,4
W040_039_0_0_condition_M029.npy,4.00,1,4
W040_039_0_0_condition_M030.npy,3.00,2,4;2
W040_039_0_0_condition_M031.npy,3.00,2,4;2
W040_039_0_0_condition_W009.npy,3.00,2,4;2
W040_039_0_0_condition_W011.npy,4.00,1,4
W040_039_0_0_condition_W014.npy,3.00,2,4;2
W040_039_0_0_condition_W015.npy,3.00,2,4;2
W040_039_0_0_condition_W016.npy,3.00,2,4;2
W040_039_0_0_condition_W018.npy,4.00,1,4
W040_039_0_0_condition_W019.npy,3.00,2,4;2
W040_039_0_0_condition_W021.npy,4.00,1,4
W040_039_0_0_condition_W023.npy,4.00,1,4
W040_039_0_0_condition_W024.npy,4.00,1,4
W040_039_0_0_condition_W025.npy,4.00,1,4
W040_039_0_0_condition_W026.npy,4.00,1,4
W040_039_0_0_condition_W028.npy,4.00,1,4
W040_039_0_0_condition_W029.npy,3.00,2,4;2
W040_040_0_0_condition_M003.npy,2.67,3,4;2;2
W040_040_0_0_condition_M005.npy,2.00,1,2
W040_040_0_0_condition_M007.npy,3.00,2,4;2
W040_040_0_0_condition_M009.npy,3.00,3,4;3;2
W040_040_0_0_condition_M011.npy,2.67,3,4;2;2
W040_040_0_0_condition_M012.npy,3.00,2,4;2
W040_040_0_0_condition_M013.npy,2.75,4,4;2;3;2
W040_040_0_0_condition_M019.npy,2.67,3,4;2;2
W040_040_0_0_condition_M022.npy,2.67,3,4;2;2
W040_040_0_0_condition_M023.npy,2.67,3,4;2;2
W040_040_0_0_condition_M024.npy,2.33,3,2;3;2
W040_040_0_0_condition_M025.npy,2.67,3,4;2;2
W040_040_0_0_condition_M026.npy,3.00,2,4;2
W040_040_0_0_condition_M027.npy,2.67,3,4;2;2
W040_040_0_0_condition_M028.npy,2.67,3,4;2;2
W040_040_0_0_condition_M029.npy,3.00,4,4;3;3;2
W040_040_0_0_condition_M030.npy,3.00,2,4;2
W040_040_0_0_condition_M031.npy,4.00,1,4
W040_040_0_0_condition_W009.npy,2.67,3,4;2;2
W040_040_0_0_condition_W011.npy,2.67,3,4;2;2
W040_040_0_0_condition_W014.npy,2.67,3,4;2;2
W040_040_0_0_condition_W015.npy,2.67,3,4;2;2
W040_040_0_0_condition_W016.npy,2.67,3,4;2;2
W040_040_0_0_condition_W018.npy,3.00,3,4;3;2
W040_040_0_0_condition_W019.npy,2.67,3,4;2;2
W040_040_0_0_condition_W021.npy,2.67,3,4;2;2
W040_040_0_0_condition_W023.npy,2.75,4,4;2;3;2
W040_040_0_0_condition_W024.npy,2.00,2,2;2
W040_040_0_0_condition_W025.npy,4.00,1,4
W040_040_0_0_condition_W026.npy,2.67,3,4;2;2
W040_040_0_0_condition_W028.npy,2.67,3,4;2;2
W040_040_0_0_condition_W029.npy,2.75,4,4;2;3;2

Overall Mean Δt,3.32
